player_id,season,week,team,position,player,data_source
00-0027618,2010,4,WAS,WR,Brandon Banks,unresolved_historical_stats_coverage
00-0025631,2010,5,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0025631,2010,6,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027618,2010,6,WAS,WR,Brandon Banks,unresolved_historical_stats_coverage
00-0025631,2010,7,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0025631,2010,9,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027109,2010,9,HOU,TE,James Casey,unresolved_historical_stats_coverage
00-0025631,2010,10,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026344,2010,10,MIA,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0027109,2010,10,HOU,TE,James Casey,unresolved_historical_stats_coverage
00-0025631,2010,11,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027109,2010,11,HOU,TE,James Casey,unresolved_historical_stats_coverage
00-0027618,2010,11,WAS,WR,Brandon Banks,unresolved_historical_stats_coverage
00-0025631,2010,12,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027109,2010,12,HOU,TE,James Casey,unresolved_historical_stats_coverage
00-0027618,2010,12,WAS,WR,Brandon Banks,unresolved_historical_stats_coverage
00-0027109,2010,13,HOU,TE,James Casey,unresolved_historical_stats_coverage
00-0027618,2010,13,WAS,WR,Brandon Banks,unresolved_historical_stats_coverage
00-0025631,2010,15,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0025631,2010,16,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026344,2010,16,MIA,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0027109,2010,16,HOU,TE,James Casey,unresolved_historical_stats_coverage
00-0025631,2010,17,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0025631,2011,1,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026069,2011,1,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026344,2011,1,MIA,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0025631,2011,2,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026069,2011,2,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0025631,2011,3,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026069,2011,3,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026344,2011,3,MIA,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0026069,2011,4,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026344,2011,4,MIA,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0025631,2011,5,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026069,2011,5,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0025631,2011,6,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026344,2011,6,MIA,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0027612,2011,6,MIN,RB,Ryan D'Imperio,unresolved_historical_stats_coverage
00-0025631,2011,7,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026069,2011,7,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0027612,2011,7,MIN,RB,Ryan D'Imperio,unresolved_historical_stats_coverage
00-0026344,2011,8,MIA,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0027612,2011,8,MIN,RB,Ryan D'Imperio,unresolved_historical_stats_coverage
00-0025631,2011,9,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026069,2011,9,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0025631,2011,10,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026069,2011,10,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0027612,2011,10,MIN,RB,Ryan D'Imperio,unresolved_historical_stats_coverage
00-0025631,2011,11,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026069,2011,11,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026344,2011,11,MIA,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0027612,2011,11,MIN,RB,Ryan D'Imperio,unresolved_historical_stats_coverage
00-0025631,2011,12,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026069,2011,12,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0025631,2011,13,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026069,2011,13,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026344,2011,13,MIA,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0025631,2011,14,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026069,2011,14,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026344,2011,14,MIA,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0027618,2011,14,WAS,WR,Brandon Banks,unresolved_historical_stats_coverage
00-0025631,2011,15,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026069,2011,15,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0025631,2011,16,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026069,2011,16,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026344,2011,16,MIA,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0027612,2011,16,MIN,RB,Ryan D'Imperio,unresolved_historical_stats_coverage
00-0027618,2011,16,WAS,WR,Brandon Banks,unresolved_historical_stats_coverage
00-0028253,2011,16,MIA,TE,Will Yeatman,unresolved_historical_stats_coverage
00-0025631,2011,17,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026069,2011,17,LAC,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026344,2011,17,MIA,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0027618,2011,17,WAS,WR,Brandon Banks,unresolved_historical_stats_coverage
00-0028543,2011,17,HOU,WR,Jeff Maehl,unresolved_historical_stats_coverage
00-0025631,2012,1,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027618,2012,1,WAS,WR,Brandon Banks,unresolved_historical_stats_coverage
00-0029675,2012,1,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2012,2,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0029675,2012,2,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2012,3,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027567,2012,3,KC,TE,Steve Maneri,unresolved_historical_stats_coverage
00-0027618,2012,3,WAS,WR,Brandon Banks,unresolved_historical_stats_coverage
00-0029675,2012,3,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2012,4,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027567,2012,4,KC,TE,Steve Maneri,unresolved_historical_stats_coverage
00-0029358,2012,4,KC,RB,Nate Eachus,unresolved_historical_stats_coverage
00-0029675,2012,4,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2012,5,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0029675,2012,5,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2012,6,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027567,2012,6,KC,TE,Steve Maneri,unresolved_historical_stats_coverage
00-0027618,2012,6,WAS,WR,Brandon Banks,unresolved_historical_stats_coverage
00-0029358,2012,6,KC,RB,Nate Eachus,unresolved_historical_stats_coverage
00-0029675,2012,6,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0029675,2012,7,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2012,8,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026344,2012,8,NYJ,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0029675,2012,8,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2012,9,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027618,2012,9,WAS,WR,Brandon Banks,unresolved_historical_stats_coverage
00-0029675,2012,9,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2012,10,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0025631,2012,11,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026344,2012,11,NYJ,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0027618,2012,11,WAS,WR,Brandon Banks,unresolved_historical_stats_coverage
00-0029675,2012,11,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2012,12,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027618,2012,12,WAS,WR,Brandon Banks,unresolved_historical_stats_coverage
00-0029675,2012,12,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2012,13,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0028581,2012,13,KC,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029675,2012,13,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2012,14,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026344,2012,14,NYJ,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0027567,2012,14,KC,TE,Steve Maneri,unresolved_historical_stats_coverage
00-0029675,2012,14,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2012,15,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0029675,2012,15,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2012,16,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027567,2012,16,KC,TE,Steve Maneri,unresolved_historical_stats_coverage
00-0029675,2012,16,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2012,17,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0026344,2012,17,NYJ,RB,Lex Hilliard,unresolved_historical_stats_coverage
00-0025631,2013,1,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0029675,2013,1,CLE,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2013,2,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027109,2013,2,PHI,TE,James Casey,unresolved_historical_stats_coverage
00-0027925,2013,2,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0025631,2013,3,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0029675,2013,3,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2013,4,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027109,2013,4,PHI,TE,James Casey,unresolved_historical_stats_coverage
00-0027925,2013,4,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0028543,2013,4,PHI,WR,Jeff Maehl,unresolved_historical_stats_coverage
00-0025631,2013,5,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0028581,2013,5,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029675,2013,5,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0028543,2013,6,PHI,WR,Jeff Maehl,unresolved_historical_stats_coverage
00-0025631,2013,7,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0028543,2013,7,PHI,WR,Jeff Maehl,unresolved_historical_stats_coverage
00-0027109,2013,8,PHI,TE,James Casey,unresolved_historical_stats_coverage
00-0028581,2013,8,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0027109,2013,9,PHI,TE,James Casey,unresolved_historical_stats_coverage
00-0028543,2013,9,PHI,WR,Jeff Maehl,unresolved_historical_stats_coverage
00-0028581,2013,9,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0025631,2013,10,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027109,2013,10,PHI,TE,James Casey,unresolved_historical_stats_coverage
00-0028543,2013,11,PHI,WR,Jeff Maehl,unresolved_historical_stats_coverage
00-0028581,2013,11,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029675,2013,11,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2013,12,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0029675,2013,12,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2013,13,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027925,2013,13,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0028581,2013,13,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0025631,2013,14,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027925,2013,14,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0028581,2013,14,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029675,2013,14,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2013,15,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027925,2013,15,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0028581,2013,15,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029675,2013,15,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2013,16,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0028581,2013,16,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029675,2013,16,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0025631,2013,17,ATL,RB,Jason Snelling,unresolved_historical_stats_coverage
00-0027925,2013,17,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0028581,2013,17,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029675,2013,17,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0028543,2014,1,PHI,WR,Jeff Maehl,unresolved_historical_stats_coverage
00-0029675,2014,1,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0029675,2014,2,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0027109,2014,3,PHI,TE,James Casey,unresolved_historical_stats_coverage
00-0028543,2014,3,PHI,WR,Jeff Maehl,unresolved_historical_stats_coverage
00-0029675,2014,3,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0029675,2014,4,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0029675,2014,5,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0027109,2014,6,PHI,TE,James Casey,unresolved_historical_stats_coverage
00-0029675,2014,6,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0029675,2014,7,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0028543,2014,8,PHI,WR,Jeff Maehl,unresolved_historical_stats_coverage
00-0028543,2014,9,PHI,WR,Jeff Maehl,unresolved_historical_stats_coverage
00-0029675,2014,9,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0029675,2014,11,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0027109,2014,12,PHI,TE,James Casey,unresolved_historical_stats_coverage
00-0029675,2014,12,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0029675,2014,13,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0029675,2014,14,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0029675,2014,15,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0029675,2014,16,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0029675,2014,17,IND,RB,Trent Richardson,unresolved_historical_stats_coverage
00-0022999,2016,1,NO,RB,John Kuhn,unresolved_historical_stats_coverage
00-0026069,2016,1,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0028581,2016,1,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029492,2016,1,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2016,1,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0030968,2016,1,DAL,RB,Keith Smith,unresolved_historical_stats_coverage
00-0032956,2016,1,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0022999,2016,2,NO,RB,John Kuhn,unresolved_historical_stats_coverage
00-0026069,2016,2,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0027905,2016,2,SEA,RB,Will Tukuafu,unresolved_historical_stats_coverage
00-0029492,2016,2,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2016,2,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0030968,2016,2,DAL,RB,Keith Smith,unresolved_historical_stats_coverage
00-0031706,2016,2,CHI,RB,Paul Lasike,unresolved_historical_stats_coverage
00-0032956,2016,2,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0022999,2016,3,NO,RB,John Kuhn,unresolved_historical_stats_coverage
00-0026069,2016,3,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0029492,2016,3,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2016,3,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0032130,2016,3,TEN,RB,Jalston Fowler,unresolved_historical_stats_coverage
00-0032897,2016,3,LAC,RB,Derek Watt,unresolved_historical_stats_coverage
00-0032956,2016,3,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0022999,2016,4,NO,RB,John Kuhn,unresolved_historical_stats_coverage
00-0026069,2016,4,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026286,2016,4,BUF,RB,Jerome Felton,unresolved_historical_stats_coverage
00-0028581,2016,4,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029492,2016,4,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2016,4,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0029931,2016,4,MIN,RB,Zach Line,unresolved_historical_stats_coverage
00-0030968,2016,4,DAL,RB,Keith Smith,unresolved_historical_stats_coverage
00-0026069,2016,5,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026286,2016,5,BUF,RB,Jerome Felton,unresolved_historical_stats_coverage
