player_id,position,season,weeks,weeks_changed,cells_changed,dose,first_season,is_rookie,stratum
00-0024389,TE,2015,15,15,40,1.0,2006,0,high
00-0024389,TE,2016,15,2,3,0.13333333333333333,2006,0,low
00-0024389,TE,2017,18,1,1,0.05555555555555555,2006,0,low
00-0024389,TE,2018,1,0,0,0.0,2006,0,none
00-0024389,TE,2019,7,2,2,0.2857142857142857,2006,0,mid
00-0024466,WR,2015,13,13,38,1.0,2006,0,high
00-0024535,WR,2015,9,9,30,1.0,2008,0,high
00-0024535,WR,2016,9,2,3,0.2222222222222222,2008,0,low
00-0024535,WR,2017,6,1,1,0.16666666666666666,2008,0,low
00-0024813,RB,2015,6,6,21,1.0,2007,0,high
00-0025389,WR,2015,16,16,44,1.0,2007,0,high
00-0025394,RB,2015,17,17,45,1.0,2007,0,high
00-0025394,RB,2016,3,2,3,0.6666666666666666,2007,0,mid
00-0025394,RB,2017,10,1,1,0.1,2007,0,low
00-0025394,RB,2018,16,1,1,0.0625,2007,0,low
00-0025394,RB,2019,15,1,1,0.06666666666666667,2007,0,low
00-0025394,RB,2020,16,1,1,0.0625,2007,0,low
00-0025394,RB,2021,4,1,1,0.25,2007,0,low
00-0025396,WR,2015,18,18,48,1.0,2007,0,high
00-0025396,WR,2016,16,2,3,0.125,2007,0,low
00-0025396,WR,2017,17,1,1,0.058823529411764705,2007,0,low
00-0025396,WR,2018,7,1,1,0.14285714285714285,2007,0,low
00-0025396,WR,2019,17,1,1,0.058823529411764705,2007,0,low
00-0025396,WR,2020,6,1,1,0.16666666666666666,2007,0,low
00-0025399,RB,2015,8,8,27,1.0,2007,0,high
00-0025399,RB,2017,15,2,3,0.13333333333333333,2007,0,low
00-0025399,RB,2018,6,1,1,0.16666666666666666,2007,0,low
00-0025399,RB,2019,3,1,1,0.3333333333333333,2007,0,mid
00-0025410,WR,2015,7,7,24,1.0,2007,0,high
00-0025418,TE,2015,19,19,48,1.0,2007,0,high
00-0025418,TE,2016,16,2,3,0.125,2007,0,low
00-0025418,TE,2017,8,1,1,0.125,2007,0,low
00-0025418,TE,2018,9,1,1,0.1111111111111111,2007,0,low
00-0025418,TE,2019,14,1,1,0.07142857142857142,2007,0,low
00-0025418,TE,2020,11,1,1,0.09090909090909091,2007,0,low
00-0025430,QB,2015,7,1,9,0.14285714285714285,2008,0,low
00-0025430,QB,2016,5,1,1,0.2,2008,0,low
00-0025430,QB,2017,5,1,1,0.2,2008,0,low
00-0025460,WR,2015,1,1,12,1.0,2007,0,high
00-0025464,TE,2015,14,14,38,1.0,2007,0,high
00-0025465,WR,2015,18,18,48,1.0,2007,0,high
00-0025516,TE,2015,15,15,40,1.0,2010,0,high
00-0025549,TE,2015,16,16,42,1.0,2007,0,high
00-0025549,TE,2016,16,2,3,0.125,2007,0,low
00-0025549,TE,2017,18,1,1,0.05555555555555555,2007,0,low
00-0025637,RB,2015,6,6,21,1.0,2007,0,high
00-0025708,QB,2015,1,1,9,1.0,2007,0,high
00-0025708,QB,2016,5,2,2,0.4,2007,0,mid
00-0025708,QB,2017,4,1,1,0.25,2007,0,low
00-0025708,QB,2019,6,1,1,0.16666666666666666,2007,0,low
00-0026008,TE,2015,12,12,34,1.0,2009,0,high
00-0026008,TE,2016,9,2,3,0.2222222222222222,2009,0,low
00-0026019,RB,2015,16,16,43,1.0,2009,0,high
00-0026019,RB,2016,2,2,3,1.0,2009,0,high
00-0026019,RB,2017,8,1,1,0.125,2009,0,low
00-0026035,WR,2015,16,16,44,1.0,2009,0,high
00-0026035,WR,2016,15,2,3,0.13333333333333333,2009,0,low
00-0026035,WR,2017,18,1,1,0.05555555555555555,2009,0,low
00-0026035,WR,2018,15,1,1,0.06666666666666667,2009,0,low
00-0026035,WR,2019,15,1,1,0.06666666666666667,2009,0,low
00-0026035,WR,2020,14,1,1,0.07142857142857142,2009,0,low
00-0026035,WR,2021,8,1,1,0.125,2009,0,low
00-0026143,QB,2015,16,2,11,0.125,2008,0,low
00-0026143,QB,2016,19,1,1,0.05263157894736842,2008,0,low
00-0026143,QB,2017,18,1,1,0.05555555555555555,2008,0,low
00-0026143,QB,2018,16,1,1,0.0625,2008,0,low
00-0026143,QB,2019,15,1,1,0.06666666666666667,2008,0,low
00-0026143,QB,2020,16,1,1,0.0625,2008,0,low
00-0026143,QB,2021,17,1,1,0.058823529411764705,2008,0,low
00-0026143,QB,2022,12,1,1,0.08333333333333333,2008,0,low
00-0026144,RB,2015,16,16,43,1.0,2008,0,high
00-0026144,RB,2016,3,2,3,0.6666666666666666,2008,0,mid
00-0026144,RB,2017,1,0,0,0.0,2008,0,none
00-0026153,RB,2015,16,16,43,1.0,2008,0,high
00-0026153,RB,2016,13,2,3,0.15384615384615385,2008,0,low
00-0026153,RB,2017,16,1,1,0.0625,2008,0,low
00-0026153,RB,2018,3,1,1,0.3333333333333333,2008,0,mid
00-0026158,QB,2015,10,2,11,0.2,2008,0,low
00-0026158,QB,2016,16,1,1,0.0625,2008,0,low
00-0026158,QB,2017,16,1,1,0.0625,2008,0,low
00-0026158,QB,2018,9,1,1,0.1111111111111111,2008,0,low
00-0026158,QB,2019,8,1,1,0.125,2008,0,low
00-0026158,QB,2020,5,1,1,0.2,2008,0,low
00-0026158,QB,2021,2,1,1,0.5,2008,0,mid
00-0026158,QB,2022,5,1,1,0.2,2008,0,low
00-0026158,QB,2023,6,1,1,0.16666666666666666,2008,0,low
00-0026158,QB,2024,8,1,1,0.125,2008,0,low
00-0026158,QB,2025,13,1,1,0.07692307692307693,2008,0,low
00-0026164,RB,2015,11,11,33,1.0,2008,0,high
00-0026164,RB,2016,4,2,3,0.5,2008,0,mid
00-0026164,RB,2017,4,1,1,0.25,2008,0,low
00-0026176,WR,2016,18,2,14,0.1111111111111111,2008,0,low
00-0026176,WR,2017,15,1,1,0.06666666666666667,2008,0,low
00-0026176,WR,2018,15,1,1,0.06666666666666667,2008,0,low
00-0026182,WR,2015,9,9,30,1.0,2008,0,high
00-0026182,WR,2016,9,2,3,0.2222222222222222,2008,0,low
00-0026184,RB,2015,13,13,37,1.0,2008,0,high
00-0026184,RB,2016,14,2,3,0.14285714285714285,2008,0,low
00-0026184,RB,2017,12,1,1,0.08333333333333333,2008,0,low
00-0026186,WR,2015,6,6,22,1.0,2008,0,high
00-0026189,WR,2015,10,10,34,1.0,2008,0,high
00-0026189,WR,2016,15,2,3,0.13333333333333333,2008,0,low
00-0026189,WR,2017,14,1,1,0.07142857142857142,2008,0,low
00-0026189,WR,2018,12,1,1,0.08333333333333333,2008,0,low
00-0026189,WR,2019,3,1,1,0.3333333333333333,2008,0,mid
00-0026189,WR,2020,5,1,1,0.2,2008,0,low
00-0026189,WR,2021,17,1,1,0.058823529411764705,2008,0,low
00-0026189,WR,2022,7,1,1,0.14285714285714285,2008,0,low
00-0026197,QB,2016,1,1,9,1.0,2008,0,high
00-0026197,QB,2017,2,2,2,1.0,2008,0,high
00-0026197,QB,2018,1,0,0,0.0,2008,0,none
00-0026197,QB,2020,4,2,2,0.5,2008,0,mid
00-0026197,QB,2021,4,1,1,0.25,2008,0,low
00-0026197,QB,2022,4,1,1,0.25,2008,0,low
00-0026201,TE,2015,11,11,32,1.0,2008,0,high
00-0026201,TE,2016,19,2,3,0.10526315789473684,2008,0,low
00-0026201,TE,2017,9,1,1,0.1111111111111111,2008,0,low
00-0026213,RB,2015,5,5,21,1.0,2008,0,high
00-0026213,RB,2016,3,2,3,0.6666666666666666,2008,0,mid
00-0026213,RB,2017,14,1,1,0.07142857142857142,2008,0,low
00-0026213,RB,2018,2,1,1,0.5,2008,0,mid
00-0026224,WR,2015,14,14,40,1.0,2008,0,high
00-0026224,WR,2016,11,2,3,0.18181818181818182,2008,0,low
00-0026224,WR,2017,2,1,1,0.5,2008,0,mid
00-0026225,TE,2015,16,16,42,1.0,2008,0,high
00-0026237,WR,2015,17,17,46,1.0,2008,0,high
00-0026267,TE,2015,15,15,40,1.0,2008,0,high
00-0026267,TE,2016,8,2,3,0.25,2008,0,low
00-0026281,TE,2015,16,16,42,1.0,2009,0,high
00-0026281,TE,2016,16,2,3,0.125,2009,0,low
00-0026289,RB,2015,6,6,21,1.0,2008,0,high
00-0026289,RB,2016,15,2,3,0.13333333333333333,2008,0,low
00-0026293,WR,2015,10,10,32,1.0,2009,0,high
00-0026293,WR,2016,11,2,3,0.18181818181818182,2009,0,low
00-0026293,WR,2017,5,1,1,0.2,2009,0,low
00-0026293,WR,2018,7,1,1,0.14285714285714285,2009,0,low
00-0026293,WR,2019,10,1,1,0.1,2009,0,low
00-0026293,WR,2020,4,1,1,0.25,2009,0,low
00-0026293,WR,2021,9,1,1,0.1111111111111111,2009,0,low
00-0026293,WR,2022,6,1,1,0.16666666666666666,2009,0,low
00-0026298,TE,2015,16,16,42,1.0,2009,0,high
00-0026298,TE,2016,8,2,3,0.25,2009,0,low
00-0026300,QB,2018,4,1,9,0.25,2009,0,low
00-0026300,QB,2021,4,1,1,0.25,2009,0,low
00-0026300,QB,2022,3,1,1,0.3333333333333333,2009,0,mid
00-0026300,QB,2024,6,1,1,0.16666666666666666,2009,0,low
00-0026300,QB,2025,5,1,1,0.2,2009,0,low
00-0026345,WR,2015,17,17,46,1.0,2008,0,high
00-0026345,WR,2016,16,2,3,0.125,2008,0,low
00-0026345,WR,2017,8,1,1,0.125,2008,0,low
00-0026345,WR,2018,8,1,1,0.125,2008,0,low
00-0026364,WR,2015,10,10,32,1.0,2008,0,high
00-0026373,RB,2015,10,10,31,1.0,2009,0,high
00-0026373,RB,2016,9,2,3,0.2222222222222222,2009,0,low
00-0026498,QB,2015,16,2,11,0.125,2009,0,low
00-0026498,QB,2016,17,1,1,0.058823529411764705,2009,0,low
00-0026498,QB,2017,16,1,1,0.0625,2009,0,low
00-0026498,QB,2018,16,1,1,0.0625,2009,0,low
00-0026498,QB,2019,8,1,1,0.125,2009,0,low
00-0026498,QB,2020,16,1,1,0.0625,2009,0,low
00-0026498,QB,2021,21,1,1,0.047619047619047616,2009,0,low
00-0026498,QB,2022,9,1,1,0.1111111111111111,2009,0,low
00-0026498,QB,2023,16,1,1,0.0625,2009,0,low
00-0026498,QB,2024,18,1,1,0.05555555555555555,2009,0,low
00-0026498,QB,2025,20,1,1,0.05,2009,0,low
00-0026544,QB,2015,3,1,9,0.3333333333333333,2010,0,mid
00-0026544,QB,2016,1,0,0,0.0,2010,0,none
00-0026544,QB,2017,1,1,1,1.0,2010,0,high
00-0026544,QB,2018,5,2,2,0.4,2010,0,mid
00-0026544,QB,2019,3,1,1,0.3333333333333333,2010,0,mid
00-0026544,QB,2020,4,1,1,0.25,2010,0,low
00-0026544,QB,2021,1,0,0,0.0,2010,0,none
00-0026544,QB,2022,4,2,2,0.5,2010,0,mid
00-0026577,WR,2015,5,5,20,1.0,2012,0,high
00-0026625,QB,2015,12,2,11,0.16666666666666666,2009,0,low
00-0026625,QB,2016,6,1,1,0.16666666666666666,2009,0,low
00-0026625,QB,2017,12,1,1,0.08333333333333333,2009,0,low
00-0026625,QB,2018,5,1,1,0.2,2009,0,low
00-0026625,QB,2019,4,1,1,0.25,2009,0,low
00-0026625,QB,2020,1,0,0,0.0,2009,0,none
00-0026625,QB,2021,5,2,2,0.4,2009,0,mid
00-0026625,QB,2022,1,0,0,0.0,2009,0,none
00-0026625,QB,2023,3,2,2,0.6666666666666666,2009,0,mid
00-0026739,WR,2015,14,14,40,1.0,2011,0,high
00-0026739,WR,2016,14,2,3,0.14285714285714285,2011,0,low
00-0026796,RB,2015,4,4,17,1.0,2009,0,high
00-0026796,RB,2016,4,2,3,0.5,2009,0,mid
00-0026855,RB,2015,2,2,13,1.0,2010,0,high
00-0026855,RB,2016,3,2,3,0.6666666666666666,2010,0,mid
00-0026898,QB,2015,4,1,9,0.25,2009,0,low
00-0026898,QB,2016,2,1,1,0.5,2009,0,mid
00-0026898,QB,2018,2,1,1,0.5,2009,0,mid
00-0026901,WR,2015,17,17,46,1.0,2009,0,high
00-0026901,WR,2016,16,2,3,0.125,2009,0,low
00-0026901,WR,2017,15,1,1,0.06666666666666667,2009,0,low
00-0026901,WR,2018,2,1,1,0.5,2009,0,mid
00-0026931,TE,2015,3,3,14,1.0,2009,0,high
00-0026932,RB,2016,2,1,11,0.5,2010,0,mid
00-0026957,TE,2015,16,16,42,1.0,2009,0,high
00-0026957,TE,2016,17,2,3,0.11764705882352941,2009,0,low
00-0026983,WR,2015,18,18,48,1.0,2009,0,high
00-0026983,WR,2016,11,2,3,0.18181818181818182,2009,0,low
00-0026983,WR,2017,15,1,1,0.06666666666666667,2009,0,low
00-0026983,WR,2018,14,1,1,0.07142857142857142,2009,0,low
00-0026986,WR,2015,16,16,44,1.0,2009,0,high
00-0026986,WR,2016,17,2,3,0.11764705882352941,2009,0,low
00-0026986,WR,2017,14,1,1,0.07142857142857142,2009,0,low
00-0026986,WR,2018,17,1,1,0.058823529411764705,2009,0,low
00-0026986,WR,2019,2,1,1,0.5,2009,0,mid
00-0026993,QB,2015,1,1,9,1.0,2009,0,high
00-0026995,WR,2015,17,17,46,1.0,2009,0,high
00-0026995,WR,2016,13,2,3,0.15384615384615385,2009,0,low
00-0026995,WR,2017,12,1,1,0.08333333333333333,2009,0,low
00-0026996,TE,2015,8,8,26,1.0,2009,0,high
00-0026998,WR,2015,5,5,22,1.0,2009,0,high
00-0026998,WR,2016,2,2,3,1.0,2009,0,high
00-0027003,RB,2015,6,6,21,1.0,2009,0,high
00-0027005,WR,2015,6,6,24,1.0,2009,0,high
00-0027006,WR,2015,16,16,44,1.0,2009,0,high
00-0027006,WR,2016,15,2,3,0.13333333333333333,2009,0,low
00-0027006,WR,2017,12,1,1,0.08333333333333333,2009,0,low
00-0027029,RB,2015,12,12,35,1.0,2009,0,high
00-0027029,RB,2016,15,2,3,0.13333333333333333,2009,0,low
00-0027029,RB,2017,17,1,1,0.058823529411764705,2009,0,low
00-0027029,RB,2018,14,1,1,0.07142857142857142,2009,0,low
00-0027029,RB,2019,13,1,1,0.07692307692307693,2009,0,low
00-0027029,RB,2020,10,1,1,0.1,2009,0,low
00-0027057,WR,2015,3,3,16,1.0,2009,0,high
00-0027057,WR,2016,12,2,3,0.16666666666666666,2009,0,low
00-0027057,WR,2017,12,1,1,0.08333333333333333,2009,0,low
00-0027061,TE,2015,16,16,42,1.0,2009,0,high
00-0027061,TE,2016,13,2,3,0.15384615384615385,2009,0,low
00-0027061,TE,2017,16,1,1,0.0625,2009,0,low
00-0027061,TE,2018,16,1,1,0.0625,2009,0,low
00-0027061,TE,2019,15,1,1,0.06666666666666667,2009,0,low
00-0027061,TE,2020,17,1,1,0.058823529411764705,2009,0,low
00-0027061,TE,2021,16,1,1,0.0625,2009,0,low
00-0027069,TE,2015,3,3,14,1.0,2010,0,high
00-0027069,TE,2016,2,2,3,1.0,2010,0,high
00-0027077,WR,2015,12,12,36,1.0,2009,0,high
00-0027089,WR,2015,6,6,24,1.0,2009,0,high
00-0027089,WR,2017,7,2,3,0.2857142857142857,2009,0,mid
00-0027125,TE,2015,15,15,40,1.0,2009,0,high
00-0027125,TE,2016,10,2,3,0.2,2009,0,low
00-0027125,TE,2017,8,1,1,0.125,2009,0,low
00-0027135,TE,2015,11,11,32,1.0,2009,0,high
00-0027135,TE,2016,16,2,3,0.125,2009,0,low
00-0027139,TE,2015,15,15,40,1.0,2009,0,high
00-0027139,TE,2016,16,2,3,0.125,2009,0,low
00-0027139,TE,2017,1,0,0,0.0,2009,0,none
00-0027139,TE,2018,8,2,2,0.25,2009,0,low
00-0027150,WR,2015,11,11,34,1.0,2009,0,high
00-0027150,WR,2016,19,2,3,0.10526315789473684,2009,0,low
00-0027150,WR,2018,15,1,1,0.06666666666666667,2009,0,low
00-0027150,WR,2019,17,1,1,0.058823529411764705,2009,0,low
00-0027150,WR,2020,6,1,1,0.16666666666666666,2009,0,low
00-0027155,RB,2015,16,16,43,1.0,2009,0,high
00-0027155,RB,2016,14,2,3,0.14285714285714285,2009,0,low
00-0027215,TE,2016,16,2,12,0.125,2010,0,low
00-0027215,TE,2017,14,1,1,0.07142857142857142,2010,0,low
00-0027215,TE,2018,15,1,1,0.06666666666666667,2010,0,low
00-0027218,RB,2015,13,13,37,1.0,2012,0,high
00-0027218,RB,2016,2,2,3,1.0,2012,0,high
00-0027265,WR,2016,16,2,14,0.125,2011,0,low
00-0027321,TE,2015,14,14,38,1.0,2010,0,high
00-0027321,TE,2017,7,2,3,0.2857142857142857,2010,0,mid
00-0027325,RB,2015,12,12,33,1.0,2010,0,high
00-0027325,RB,2016,19,2,3,0.10526315789473684,2010,0,low
00-0027325,RB,2017,19,1,1,0.05263157894736842,2010,0,low
